plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date
LJH9305,NY,PAS,4965839833,09/23/2025,04:09P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
GBW1347,NY,PAS,4965447815,09/19/2025,05:38P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
KVM6645,NY,PAS,4966010378,09/24/2025,02:42P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
KHL8466,NY,PAS,4965448005,09/19/2025,05:46P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,MN,DEPARTMENT OF TRANSPORTATION,,
KHD8412,NY,PAS,9196194388,05/01/2025,01:53P,EXPIRED MUNI METER,35,0,0,0,35,0,023,NY,TRAFFIC,,
LNR6204,NY,PAS,9196194418,05/01/2025,02:33P,EXPIRED MUNI METER,35,0,0,0,35,0,023,NY,TRAFFIC,,
CDB2232,NY,SRF,9049020318,04/25/2023,11:35A,NO PARKING-STREET CLEANING,65,30,0,0,95,0,090,K,TRAFFIC,HEARING HELD-GUILTY,
LGC8774,NY,PAS,5802408480,01/16/2025,05:58P,EXPIRED METER-COMM METER ZONE,50,0,0,0,50,0,000,BK,TRANSIT AUTHORITY,,
NND3M,FL,PAS,4939773942,03/11/2025,10:40A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
LFC4511,NY,PAS,5133888375,04/18/2024,07:57P,FAILURE TO STOP AT RED LIGHT,50,25,4.13,0.07,79.06,0,000,BK,DEPARTMENT OF TRANSPORTATION,,07/11/2024
AEC6977,NY,PAS,4939195466,03/06/2025,12:14P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
LPM5155,NY,PAS,4939773607,03/11/2025,10:31A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
LRY3486,NY,PAS,4928703741,12/06/2024,07:11A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,2.44,0,77.44,0,000,ST,DEPARTMENT OF TRANSPORTATION,,02/27/2025
T788435C,NY,OMT,5701174384,11/12/2024,08:39P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
T685164C,NY,OMT,5701174669,11/13/2024,12:26A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
GFM2034,NY,PAS,4966010408,09/24/2025,02:42P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
RHL3029,NC,PAS,4928703364,12/06/2024,06:58A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,2.52,0.13,77.39,0,000,BX,DEPARTMENT OF TRANSPORTATION,,02/27/2025
HCZ2967,NY,PAS,4926466909,11/17/2024,12:59P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,2.51,0.13,77.38,0,000,QN,DEPARTMENT OF TRANSPORTATION,,02/06/2025
H37VGJ,NJ,PAS,9196194431,05/01/2025,02:48P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,023,NY,TRAFFIC,,
JDR6405,NY,PAS,4939195934,03/06/2025,12:19P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
73037NA,NY,COM,4939774302,03/11/2025,10:48A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,HEARING ADJOURNMENT,
KTS7666,NY,PAS,4939774211,03/11/2025,10:45A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
JPP6987,NY,PAS,4939774296,03/11/2025,10:48A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KZK1447,NY,PAS,2023184642,04/10/2025,09:25A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,081,Kings,DEPARTMENT OF SANITATION,,
GYW7071,NY,PAS,4939196185,03/06/2025,12:22P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
M57RHV,NJ,PAS,4939196021,03/06/2025,12:20P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LLB3611,NY,PAS,2023199177,04/15/2025,09:51A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,032,NY,DEPARTMENT OF SANITATION,,
KGJ1720,NY,PAS,5701175080,11/13/2024,08:02A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,ST,TRANSIT AUTHORITY,,
T129413C,NY,OMT,5701174750,11/13/2024,06:33A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
LBS1540,NY,PAS,5701175145,11/13/2024,08:14A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,QN,TRANSIT AUTHORITY,,
B32KWY,NJ,PAS,5701175194,11/13/2024,08:30A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
HHP7122,NY,PAS,5701175297,11/13/2024,08:43A,NO STANDING-OFF-STREET LOT,150,0,0,0,150,0,000,,TRANSIT AUTHORITY,HEARING HELD-GUILTY,
MD7189,NJ,PAS,5701175509,11/13/2024,09:20A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,MN,TRANSIT AUTHORITY,,
FB75550,IL,PAS,4933158034,01/08/2025,10:25P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,2.19,0.07,77.12,0,000,BK,DEPARTMENT OF TRANSPORTATION,,04/03/2025
ACR1704,NY,PAS,4965448182,09/19/2025,05:51P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
15489MN,NY,COM,9194104360,04/09/2025,09:40A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,014,NY,TRAFFIC,,
JPM8115,NY,PAS,4937740052,02/20/2025,12:41P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,1.86,0.13,76.73,0,000,QN,DEPARTMENT OF TRANSPORTATION,,05/15/2025
BXH8242,NY,PAS,4939196434,03/06/2025,12:24P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
Y207432C,NY,OMT,4939774491,03/11/2025,10:52A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
HRX2121,PA,PAS,4939196409,03/06/2025,12:24P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
Z21VFD,NJ,PAS,2023209316,04/14/2025,08:32A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,102,Qns,DEPARTMENT OF SANITATION,,
KTL2417,NY,PAS,2023241479,04/11/2025,08:23A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,062,Kings,DEPARTMENT OF SANITATION,,
11926MK,NY,COM,4966010469,09/24/2025,02:43P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
FTG3999,NY,PAS,4939197049,03/06/2025,12:31P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
GPV1871,NY,PAS,9196194480,05/01/2025,05:42P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,023,NY,TRAFFIC,,
96083MM,NY,COM,9196194649,05/02/2025,09:22A,NO PARKING-STREET CLEANING,65,0,0,25,40,0,019,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
LGC1279,NY,PAS,4941173727,03/22/2025,01:38P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
LRA7107,NY,PAS,4939196781,03/06/2025,12:28P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LAE1873,NY,PAS,4939774820,03/11/2025,11:01A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
LKF1231,NY,PAS,4939774880,03/11/2025,11:02A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
T123306C,NY,OMT,5802388389,01/15/2025,09:26P,EXPIRED METER-COMM METER ZONE,50,0,0,0,50,0,000,BK,TRANSIT AUTHORITY,HEARING HELD-GUILTY,
LHB3049,PA,PAS,2023249995,04/15/2025,08:50A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,083,Kings,DEPARTMENT OF SANITATION,,
T640151C,NY,OMT,4939196793,03/06/2025,12:28P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
GVY8724,NY,PAS,4939197128,03/06/2025,12:32P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
KDX9263,NY,PAS,4939197104,03/06/2025,12:31P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
ENL3828,NY,PAS,2023283530,04/10/2025,12:08P,NO PARKING-STREET CLEANING,65,0,0,0,65,0,046,Bronx,DEPARTMENT OF SANITATION,,
C11CAC,NJ,PAS,2023295889,04/11/2025,07:47A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,072,Kings,DEPARTMENT OF SANITATION,,
51449NC,NY,COM,9188790162,02/27/2025,02:02P,FAIL TO DISP. MUNI METER RECPT,65,0,0,0,65,0,005,NY,TRAFFIC,HEARING HELD-GUILTY,
TJB1047,VA,PAS,1498524266,04/03/2025,05:48P,FIRE HYDRANT,115,0,0,0,115,0,078,K,POLICE DEPARTMENT,,
JRX9069,NY,PAS,5701175560,11/13/2024,09:27A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,ST,TRANSIT AUTHORITY,,
LRP6268,NY,PAS,4941173960,03/22/2025,01:54P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,25,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LJY2457,NY,PAS,4965448236,09/19/2025,05:52P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LWE4227,NY,PAS,1499344077,05/17/2025,02:50A,NO STANDING-DAY/TIME LIMITS,115,60,0.91,0.3,175.61,0,114,Q,POLICE DEPARTMENT,,09/04/2025
JBE9282,NY,PAS,1490122606,08/31/2023,08:47P,DOUBLE PARKING,115,60,26.41,0.22,201.19,0,067,,POLICE DEPARTMENT,,12/21/2023
KJY7147,NY,PAS,4939197270,03/06/2025,12:33P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LKN1287,NY,PAS,4933158526,01/09/2025,12:06A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
L59VAW,NJ,PAS,4939197311,03/06/2025,12:33P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LJR8079,NY,PAS,4939197153,03/06/2025,12:32P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
LTU2530,NY,PAS,4939775422,03/11/2025,08:07A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
LFS1793,NY,PAS,2023295920,04/11/2025,11:40A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,072,Kings,DEPARTMENT OF SANITATION,,
10886MM,NY,COM,9049020537,04/26/2023,11:39A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,090,K,TRAFFIC,APPEAL AFFIRMED,
HPN9147,NY,PAS,2023295956,04/11/2025,11:46A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,072,Kings,DEPARTMENT OF SANITATION,,
409DST,NY,ORG,4931800105,12/29/2024,12:32P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
LBM6931,NY,PAS,4939197414,03/06/2025,12:34P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KUJ7341,NY,PAS,4939197580,03/06/2025,12:36P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
L54WCN,NJ,PAS,4965448261,09/19/2025,05:53P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
LTP8945,NY,PAS,4965448285,09/19/2025,05:53P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
JMF3076,NY,PAS,8705847321,12/14/2019,00:06A,FIRE HYDRANT,115,60,37.9,0,212.9,0,032,NY,TRAFFIC,HEARING HELD-GUILTY,05/12/2022
HSV8491,NY,PAS,5701176599,11/13/2024,11:14A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,HEARING HELD-GUILTY,
JMANN69,NY,SRF,5701176540,11/13/2024,11:09A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
6KNG87,MA,PAS,2026951354,10/27/2025,12:00P,NO PARKING-STREET CLEANING,65,0,0,0,65,0,046,Bronx,DEPARTMENT OF SANITATION,,
AH83224,AZ,PAS,2026952644,10/18/2025,12:15P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,075,Kings,DEPARTMENT OF SANITATION,,
LTV2570,NY,PAS,2026971377,10/17/2025,12:01P,NO PARKING-STREET CLEANING,65,0,0,0,65,0,088,Kings,DEPARTMENT OF SANITATION,,
GEA7657,NY,PAS,4965448303,09/19/2025,05:53P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
KWS4135,NY,PAS,4965448390,09/19/2025,05:55P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
LWA2989,NY,PAS,4049629343,11/18/2025,12:08P,BUS LANE VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LDA6523,NY,PAS,4966010512,09/24/2025,02:44P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
DDH8241,NY,PAS,4939775793,03/11/2025,09:43A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LKK1670,NY,PAS,2023333660,04/10/2025,11:54A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,032,NY,DEPARTMENT OF SANITATION,,
LKY4708,PA,PAS,2023337136,04/11/2025,11:53A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,013,NY,DEPARTMENT OF SANITATION,,
KVN4974,NY,PAS,9179900926,01/14/2025,11:56A,REG. STICKER-EXPIRED/MISSING,65,10,0,0,75,0,106,Q,TRAFFIC,,
LLE3441,NY,PAS,4939197633,03/06/2025,12:37P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
T108610C,NY,OMT,4939197852,03/06/2025,12:38P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
HUX4517,NY,PAS,9188790265,02/27/2025,03:42P,NO STANDING-EXC. TRUCK LOADING,95,60,0,30,125,0,005,NY,TRAFFIC,,
KVH5637,NY,PAS,9188790599,02/28/2025,11:58A,EXPIRED MUNI METER,65,60,0,0,125,0,006,NY,TRAFFIC,,
KIC1002,OH,PAS,5701176629,11/13/2024,11:16A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
HNB5536,NY,PAS,5701176666,11/13/2024,11:19A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,HEARING HELD-GUILTY,
BG6320,NY,PAS,5701176873,11/13/2024,11:31A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
KGS6145,NY,PAS,5701176630,11/13/2024,11:18A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
XBHW19,NJ,PAS,9188790307,02/27/2025,04:22P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,005,NY,TRAFFIC,HEARING HELD-GUILTY,
KTE7986,NY,PAS,4966010640,09/24/2025,02:46P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
LLZ5970,NY,PAS,4939775860,03/11/2025,09:59A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
FHN6721,NY,PAS,4966010652,09/24/2025,02:46P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
HXZ1926,NY,PAS,4938004562,02/23/2025,11:30A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KKR5052,NY,PAS,4941175013,03/22/2025,03:09P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
JBN5593,NY,PAS,4941174914,03/22/2025,03:02P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
HXA1596,NY,PAS,4939775902,03/11/2025,10:03A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
69038A5,TX,PAS,2023347786,04/10/2025,12:12P,NO PARKING-STREET CLEANING,65,0,0,0,65,0,043,Bronx,DEPARTMENT OF SANITATION,HEARING HELD-GUILTY,
T785488C,NY,OMT,2023349813,04/11/2025,08:08A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,062,Kings,DEPARTMENT OF SANITATION,,
KND5283,NY,PAS,8991618558,09/16/2021,01:30P,FRONT OR BACK PLATE MISSING,65,60,42.49,0.19,167.3,0,084,K,TRAFFIC,,07/28/2022
KNX7599,NY,PAS,4965448480,09/19/2025,05:58P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
KYN4377,NY,PAS,4966010755,09/24/2025,02:47P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
GMV7135,NY,PAS,4941175530,03/22/2025,03:45P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
JNJ9375,NY,PAS,4939199046,03/06/2025,12:52P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
15489MN,NY,COM,9194104372,04/09/2025,09:42A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,014,NY,TRAFFIC,,
93428MG,NY,COM,9194104505,04/09/2025,02:26P,EXPIRED MUNI MTR-COMM MTR ZN,65,0,0,35,30,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
JCF5578,NY,PAS,4939776487,03/11/2025,11:00A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LSW6345,NY,PAS,2023417776,04/15/2025,07:41A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,066,Kings,DEPARTMENT OF SANITATION,,
KKX2049,NY,PAS,5701177075,11/13/2024,11:55A,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
DTX5212,NY,PAS,2023443003,04/15/2025,09:57A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,001,NY,DEPARTMENT OF SANITATION,,
HTW5141,NY,PAS,4966010690,09/24/2025,02:46P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
KPU9211,NY,PAS,4939198674,03/06/2025,12:47P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
E73UYE,NJ,PAS,4939198571,03/06/2025,12:46P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KVN5686,NY,PAS,4965448649,09/19/2025,06:05P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
XMHF33,NJ,PAS,4966010767,09/24/2025,02:47P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
KJR6055,NY,PAS,4966010779,09/24/2025,02:47P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KTH8349,NY,PAS,4932520682,01/01/2025,03:21A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,1.4,0.06,76.34,0,000,QN,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,03/27/2025
KNM8345,NY,PAS,9196194686,05/02/2025,09:29A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,019,NY,TRAFFIC,,
LHX9445,NY,PAS,4941175591,03/22/2025,03:47P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
KMY5471,NY,PAS,4939199150,03/06/2025,12:55P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
70555NE,NY,COM,5701177269,11/13/2024,12:07P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
ENS9720,NY,PAS,5701177385,11/13/2024,12:18P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
97197ML,NY,COM,4939777005,03/11/2025,11:15A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,MN,DEPARTMENT OF TRANSPORTATION,,
DCX3557,NY,PAS,4939776852,03/11/2025,11:11A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,MN,DEPARTMENT OF TRANSPORTATION,,
GLV9220,NY,PAS,9179901013,01/14/2025,01:13P,EXPIRED MUNI METER,35,0,0,0,35,0,106,Q,TRAFFIC,HEARING HELD-GUILTY,
CWE6172,NY,PAS,4939777170,03/11/2025,11:17A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KEV8617,NY,PAS,4939199198,03/06/2025,12:57P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
JRT8132,NY,PAS,4939199290,03/06/2025,10:11A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
Y32PNX,NJ,PAS,2023455340,04/12/2025,12:56A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,007,NY,DEPARTMENT OF SANITATION,,
GYF9339,NY,PAS,2023461996,04/10/2025,07:41A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,045,Bronx,DEPARTMENT OF SANITATION,,
51449NC,NY,COM,9188791427,03/05/2025,12:52P,DOUBLE PARKING,115,0,0,0,115,0,001,NY,TRAFFIC,HEARING HELD-GUILTY,
T787964C,NY,OMT,5707327990,11/04/2025,04:10P,MTA CAMERA VIOLATION - DOUBLE PARKING,100,0,0,0,100,0,000,MN,TRANSIT AUTHORITY,,
DXN2874,NY,PAS,4938006637,02/23/2025,12:03P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
Y208932C,NY,OMT,4965448730,09/19/2025,06:06P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,MN,DEPARTMENT OF TRANSPORTATION,,
KSC6323,NY,PAS,4941176042,03/22/2025,04:24P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
XPTL26,NJ,PAS,4939199472,03/06/2025,11:50A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,MN,DEPARTMENT OF TRANSPORTATION,,
KVW4848,NY,PAS,5701177725,11/13/2024,12:34P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,QN,TRANSIT AUTHORITY,,
T117976C,NY,OMT,5701177944,11/13/2024,12:45P,NO STANDING-OFF-STREET LOT,50,0,0,50,0,0,000,,TRANSIT AUTHORITY,HEARING HELD-NOT GUILTY,
LAV2779,NY,PAS,8888645834,02/20/2024,08:15P,SAFETY ZONE,115,60,2.25,0,177.25,0,108,Q,TRAFFIC,,06/06/2024
LAM7736,NY,PAS,5701178110,11/13/2024,12:54P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
JFJ9860,NY,PAS,5701178109,11/13/2024,12:54P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
GFE9363,NY,PAS,4939777546,03/11/2025,11:24A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
KJA3447,NY,PAS,2023477750,04/15/2025,09:01A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,066,Kings,DEPARTMENT OF SANITATION,,
KJX7479,NY,PAS,4939199812,03/06/2025,12:35P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
MMV2718,PA,PAS,2023521178,04/15/2025,11:51A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,030,NY,DEPARTMENT OF SANITATION,,
HRZ2881,NY,PAS,4939200243,03/06/2025,12:49P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
