plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date
KXT2666,NY,PAS,4939194632,2025-03-06,12:06P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
GCZ9694,NY,PAS,5707327538,2025-11-04,03:48P,MTA CAMERA VIOLATION - DOUBLE PARKING,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,UNKNOWN,
LNK8158,NY,PAS,4939194723,2025-03-06,12:07P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KDV5535,NY,PAS,9196192136,2025-04-14,05:52P,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,020,Manhattan,TRAFFIC,UNKNOWN,
HRJ7440,NY,PAS,5701173290,2024-11-12,02:32P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
HZG6807,NY,PAS,5701173392,2024-11-12,03:12P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,UNKNOWN,
JRY5806,NY,PAS,5701173458,2024-11-12,03:21P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
HRZ5306,NY,PAS,4965839420,2025-09-23,04:00P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
15342NE,NY,COM,9194101140,2025-03-26,02:09P,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,15.0,50.0,0.0,014,Manhattan,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
LNK2181,NY,PAS,4937999357,2025-02-23,10:02A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
HUH4140,NY,PAS,4780551791,2022-05-26,12:13P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,17.48,0.02,92.46,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-08-18
HUH4140,NY,PAS,4781347927,2022-06-02,08:07P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,17.35,0.02,92.33,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-08-25
87AGJY,FL,PAS,4781741836,2022-06-01,01:36P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,12.48,0.06,87.42,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-08-25
KZM9839,NY,PAS,5703574407,2025-03-23,12:21P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,
JEL3148,NY,PAS,4939194681,2025-03-06,12:06P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LRE1037,NY,PAS,4939194759,2025-03-06,12:07P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
BG24437,CT,PAS,4939194991,2025-03-06,12:10P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
T695171C,NY,OMT,4939195053,2025-03-06,12:11P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LGE1482,NY,OMS,5701174050,2024-11-12,06:20P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
LKW3799,NY,PAS,4966010226,2025-09-24,02:39P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
15762LY,NY,OML,4939195417,2025-03-06,12:14P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
MPL7579,PA,PAS,9196192549,2025-04-19,12:40P,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,0.0,60.0,0.0,023,Manhattan,TRAFFIC,UNKNOWN,
LKK2038,NY,PAS,9196193098,2025-04-22,04:45P,FRONT OR BACK PLATE MISSING,65.0,0.0,0.0,0.0,65.0,0.0,019,Manhattan,TRAFFIC,UNKNOWN,
T672068C,NY,OMT,4941172553,2025-03-22,12:56P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
EEA8387,NC,PAS,4782439209,2022-06-10,04:14P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,17.48,0.02,92.46,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-01
JPT4212,NY,PAS,5703574857,2025-03-23,12:44P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
LRS6163,NY,PAS,9179900136,2025-01-10,11:40A,NO PARKING-STREET CLEANING,65.0,10.0,0.0,0.0,75.0,0.0,112,Queens,TRAFFIC,UNKNOWN,
KZJ2018,NY,PAS,4966010263,2025-09-24,02:40P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
FYK7389,NY,PAS,4939195223,2025-03-06,12:12P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KYD2636,NY,PAS,4939195028,2025-03-06,12:10P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
EEA8387,NC,PAS,4782565112,2022-06-13,07:05A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,17.72,0.03,92.69,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-01
JPR8066,NY,PAS,4965839894,2025-09-23,04:10P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,25.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LJH9305,NY,PAS,4965839833,2025-09-23,04:09P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
GBW1347,NY,PAS,4965447815,2025-09-19,05:38P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KVM6645,NY,PAS,4966010378,2025-09-24,02:42P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KHL8466,NY,PAS,4965448005,2025-09-19,05:46P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KHD8412,NY,PAS,9196194388,2025-05-01,01:53P,EXPIRED MUNI METER,35.0,0.0,0.0,0.0,35.0,0.0,023,Manhattan,TRAFFIC,UNKNOWN,
LNR6204,NY,PAS,9196194418,2025-05-01,02:33P,EXPIRED MUNI METER,35.0,0.0,0.0,0.0,35.0,0.0,023,Manhattan,TRAFFIC,UNKNOWN,
CDB2232,NY,SRF,9049020318,2023-04-25,11:35A,NO PARKING-STREET CLEANING,65.0,30.0,0.0,0.0,95.0,0.0,090,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,
LGC8774,NY,PAS,5802408480,2025-01-16,05:58P,EXPIRED METER-COMM METER ZONE,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,UNKNOWN,
NND3M,FL,PAS,4939773942,2025-03-11,10:40A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LFC4511,NY,PAS,5133888375,2024-04-18,07:57P,FAILURE TO STOP AT RED LIGHT,50.0,25.0,4.13,0.07,79.06,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2024-07-11
AEC6977,NY,PAS,4939195466,2025-03-06,12:14P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LPM5155,NY,PAS,4939773607,2025-03-11,10:31A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LRY3486,NY,PAS,4928703741,2024-12-06,07:11A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,2.44,0.0,77.44,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-02-27
T788435C,NY,OMT,5701174384,2024-11-12,08:39P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
T685164C,NY,OMT,5701174669,2024-11-13,12:26A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
GFM2034,NY,PAS,4966010408,2025-09-24,02:42P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
RHL3029,NC,PAS,4928703364,2024-12-06,06:58A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,2.52,0.13,77.39,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-02-27
HCZ2967,NY,PAS,4926466909,2024-11-17,12:59P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,2.51,0.13,77.38,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-02-06
H37VGJ,NJ,PAS,9196194431,2025-05-01,02:48P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,023,Manhattan,TRAFFIC,UNKNOWN,
JDR6405,NY,PAS,4939195934,2025-03-06,12:19P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
73037NA,NY,COM,4939774302,2025-03-11,10:48A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,HEARING ADJOURNMENT,
KTS7666,NY,PAS,4939774211,2025-03-11,10:45A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
JPP6987,NY,PAS,4939774296,2025-03-11,10:48A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KZK1447,NY,PAS,2023184642,2025-04-10,09:25A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,081,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
GYW7071,NY,PAS,4939196185,2025-03-06,12:22P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
M57RHV,NJ,PAS,4939196021,2025-03-06,12:20P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LLB3611,NY,PAS,2023199177,2025-04-15,09:51A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,032,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,
KGJ1720,NY,PAS,5701175080,2024-11-13,08:02A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,TRANSIT AUTHORITY,UNKNOWN,
T129413C,NY,OMT,5701174750,2024-11-13,06:33A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
LBS1540,NY,PAS,5701175145,2024-11-13,08:14A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,
B32KWY,NJ,PAS,5701175194,2024-11-13,08:30A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
HHP7122,NY,PAS,5701175297,2024-11-13,08:43A,NO STANDING-OFF-STREET LOT,150.0,0.0,0.0,0.0,150.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,HEARING HELD-GUILTY,
MD7189,NJ,PAS,5701175509,2024-11-13,09:20A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,TRANSIT AUTHORITY,UNKNOWN,
FB75550,IL,PAS,4933158034,2025-01-08,10:25P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,2.19,0.07,77.12,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-04-03
ACR1704,NY,PAS,4965448182,2025-09-19,05:51P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
15489MN,NY,COM,9194104360,2025-04-09,09:40A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,014,Manhattan,TRAFFIC,UNKNOWN,
JPM8115,NY,PAS,4937740052,2025-02-20,12:41P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,1.86,0.13,76.73,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-05-15
BXH8242,NY,PAS,4939196434,2025-03-06,12:24P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
Y207432C,NY,OMT,4939774491,2025-03-11,10:52A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
HRX2121,PA,PAS,4939196409,2025-03-06,12:24P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
Z21VFD,NJ,PAS,2023209316,2025-04-14,08:32A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,102,Queens,DEPARTMENT OF SANITATION,UNKNOWN,
KTL2417,NY,PAS,2023241479,2025-04-11,08:23A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,062,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
11926MK,NY,COM,4966010469,2025-09-24,02:43P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
FTG3999,NY,PAS,4939197049,2025-03-06,12:31P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
GPV1871,NY,PAS,9196194480,2025-05-01,05:42P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,023,Manhattan,TRAFFIC,UNKNOWN,
96083MM,NY,COM,9196194649,2025-05-02,09:22A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,25.0,40.0,0.0,019,Manhattan,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
LGC1279,NY,PAS,4941173727,2025-03-22,01:38P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LRA7107,NY,PAS,4939196781,2025-03-06,12:28P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LAE1873,NY,PAS,4939774820,2025-03-11,11:01A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LKF1231,NY,PAS,4939774880,2025-03-11,11:02A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
T123306C,NY,OMT,5802388389,2025-01-15,09:26P,EXPIRED METER-COMM METER ZONE,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,HEARING HELD-GUILTY,
LHB3049,PA,PAS,2023249995,2025-04-15,08:50A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,083,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
T640151C,NY,OMT,4939196793,2025-03-06,12:28P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
GVY8724,NY,PAS,4939197128,2025-03-06,12:32P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KDX9263,NY,PAS,4939197104,2025-03-06,12:31P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
ENL3828,NY,PAS,2023283530,2025-04-10,12:08P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,046,Bronx,DEPARTMENT OF SANITATION,UNKNOWN,
C11CAC,NJ,PAS,2023295889,2025-04-11,07:47A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,072,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
51449NC,NY,COM,9188790162,2025-02-27,02:02P,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,005,Manhattan,TRAFFIC,HEARING HELD-GUILTY,
TJB1047,VA,PAS,1498524266,2025-04-03,05:48P,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,078,Brooklyn,POLICE DEPARTMENT,UNKNOWN,
JRX9069,NY,PAS,5701175560,2024-11-13,09:27A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,TRANSIT AUTHORITY,UNKNOWN,
LRP6268,NY,PAS,4941173960,2025-03-22,01:54P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,25.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LJY2457,NY,PAS,4965448236,2025-09-19,05:52P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LWE4227,NY,PAS,1499344077,2025-05-17,02:50A,NO STANDING-DAY/TIME LIMITS,115.0,60.0,0.91,0.3,175.61,0.0,114,Queens,POLICE DEPARTMENT,UNKNOWN,2025-09-04
JBE9282,NY,PAS,1490122606,2023-08-31,08:47P,DOUBLE PARKING,115.0,60.0,18.129699999999982,0.22,201.19,0.0,067,UNKNOWN,POLICE DEPARTMENT,UNKNOWN,2023-12-21
KJY7147,NY,PAS,4939197270,2025-03-06,12:33P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LKN1287,NY,PAS,4933158526,2025-01-09,12:06A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
L59VAW,NJ,PAS,4939197311,2025-03-06,12:33P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LJR8079,NY,PAS,4939197153,2025-03-06,12:32P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LTU2530,NY,PAS,4939775422,2025-03-11,08:07A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LFS1793,NY,PAS,2023295920,2025-04-11,11:40A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,072,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
10886MM,NY,COM,9049020537,2023-04-26,11:39A,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,090,Brooklyn,TRAFFIC,APPEAL AFFIRMED,
HPN9147,NY,PAS,2023295956,2025-04-11,11:46A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,072,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
409DST,NY,ORG,4931800105,2024-12-29,12:32P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LBM6931,NY,PAS,4939197414,2025-03-06,12:34P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KUJ7341,NY,PAS,4939197580,2025-03-06,12:36P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
L54WCN,NJ,PAS,4965448261,2025-09-19,05:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LTP8945,NY,PAS,4965448285,2025-09-19,05:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
JMF3076,NY,PAS,8705847321,2019-12-14,00:06A,FIRE HYDRANT,115.0,60.0,18.129699999999982,0.0,201.25599999999994,0.0,032,Manhattan,TRAFFIC,HEARING HELD-GUILTY,2022-05-12
HSV8491,NY,PAS,5701176599,2024-11-13,11:14A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,HEARING HELD-GUILTY,
JMANN69,NY,SRF,5701176540,2024-11-13,11:09A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
6KNG87,MA,PAS,2026951354,2025-10-27,12:00P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,046,Bronx,DEPARTMENT OF SANITATION,UNKNOWN,
AH83224,AZ,PAS,2026952644,2025-10-18,12:15P,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,0.0,60.0,0.0,075,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
LTV2570,NY,PAS,2026971377,2025-10-17,12:01P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,088,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
GEA7657,NY,PAS,4965448303,2025-09-19,05:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KWS4135,NY,PAS,4965448390,2025-09-19,05:55P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LWA2989,NY,PAS,4049629343,2025-11-18,12:08P,BUS LANE VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LDA6523,NY,PAS,4966010512,2025-09-24,02:44P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
DDH8241,NY,PAS,4939775793,2025-03-11,09:43A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LKK1670,NY,PAS,2023333660,2025-04-10,11:54A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,032,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,
LKY4708,PA,PAS,2023337136,2025-04-11,11:53A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,013,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,
KVN4974,NY,PAS,9179900926,2025-01-14,11:56A,REG. STICKER-EXPIRED/MISSING,65.0,10.0,0.0,0.0,75.0,0.0,106,Queens,TRAFFIC,UNKNOWN,
LLE3441,NY,PAS,4939197633,2025-03-06,12:37P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
T108610C,NY,OMT,4939197852,2025-03-06,12:38P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
HUX4517,NY,PAS,9188790265,2025-02-27,03:42P,NO STANDING-EXC. TRUCK LOADING,95.0,60.0,0.0,30.0,125.0,0.0,005,Manhattan,TRAFFIC,UNKNOWN,
